Title,Location,Price per night,Discounted price per night,Price per week,Stars,Number Traveler,Number Room,Number Bed,Number Bathroom,Equipment,url,latitude,longitude,jours reserves,periode reservation
Belle maison à coté de la plage! 6 à 8 pers,"Aytré, Nouvelle-Aquitaine, France",120 € ,,1 015 €,,6 voyageurs , 3 chambres , 5 lits , 1 salle de bain,"['Accès plage ou bord de mer', 'Cuisine', 'Wifi', 'Parking gratuit sur place', 'TV HD avec Fire TV', 'Lave-linge', 'Sèche-linge', 'Climatisation', 'Patio ou balcon\xa0: commun(e)']",https://www.airbnb.fr/rooms/43577237?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696263734_jbSQO%2F68F58UDArW&previous_page_section_name=1000&federated_search_id=77a5af5e-4eb3-40ce-a9c4-16de6fc9e4ff,46.13054,-1.1174,6,01/06/2024 - 30/09/2024
Studio coconning Proche de Rochefort et Fouras,"Saint-Laurent-de-la-Prée, Nouvelle-Aquitaine, France",22 € ,,214 €,"4,64 ·",2 voyageurs , Studio , 2 lits , 1 salle de bain et 1 toilette,"['Accès plage ou bord de mer', 'Cuisine', 'Wifi', 'Parking gratuit sur place', 'Télévision', 'Patio ou balcon', 'Arrière-cour', 'Réfrigérateur', 'Four à micro-ondes']",https://www.airbnb.fr/rooms/32757299?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696263734_NbSOkUjpQlS6n8%2B8&previous_page_section_name=1000&federated_search_id=77a5af5e-4eb3-40ce-a9c4-16de6fc9e4ff,45.99357,-1.03888,0,01/06/2024 - 30/09/2024
Maison à 800 m de la plage,"Châtelaillon-Plage, Nouvelle-Aquitaine, France",120 € ,,1 015 €,,6 voyageurs , 3 chambres , 3 lits , 1 salle de bain,"['Accès plage\xa0: Public ou partagé', 'Cuisine', 'Wifi', 'Parking gratuit dans la rue', 'Télévision', 'Lave-linge', 'Sèche-linge (Gratuit) dans le logement', 'Arrière-cour']",https://www.airbnb.fr/rooms/872458735320422469?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696263734_VNmaKEjbqc7qCDoR&previous_page_section_name=1000&federated_search_id=77a5af5e-4eb3-40ce-a9c4-16de6fc9e4ff,46.0669,-1.0871,0,01/06/2024 - 30/09/2024
Appt res. Allionis 16 - 500 m de la plage et CV,"Châtelaillon-Plage, Nouvelle-Aquitaine, France",100 € ,,910 €,,4 voyageurs , 2 chambres , 3 lits , 1 salle de bain,"['Cuisine', 'Wifi', 'Parking gratuit sur place', 'Télévision', 'Lave-linge']",https://www.airbnb.fr/rooms/655449810088527296?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696263734_a9Zxj%2Fv0JYCYlskB&previous_page_section_name=1000&federated_search_id=77a5af5e-4eb3-40ce-a9c4-16de6fc9e4ff,46.07776,-1.08888,30,01/06/2024 - 30/09/2024
Maison à Yves (17) 3 Personnes,"Yves, Nouvelle-Aquitaine, France",100 € ,,852 €,,3 voyageurs , 2 chambres , 2 lits , 1 salle de bain,"['Cuisine', 'Wifi', 'Espace de travail dédié', 'Garage résidentiel gratuit sur place\xa0: 1\xa0place', 'TV 49""', 'Lave-linge (Gratuit) dans le logement', 'Climatisation centrale', 'Arrière-cour privée – Clôture intégrale', 'Réfrigérateur lg']",https://www.airbnb.fr/rooms/912979622338586241?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696263734_PZ8yL6m48T5gSVAn&previous_page_section_name=1000&federated_search_id=77a5af5e-4eb3-40ce-a9c4-16de6fc9e4ff,46.0208,-1.0518,11,01/06/2024 - 30/09/2024
Appartement face à la mer 2,"Châtelaillon-Plage, Nouvelle-Aquitaine, France",101 € ,,895 €,,6 voyageurs , 2 chambres , 2 lits , 1 salle de bain,"['Cuisine', 'Espace de travail dédié', 'Parking gratuit sur place', 'Animaux acceptés']",https://www.airbnb.fr/rooms/826791041994540184?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696263734_JfRTzWC6WaydmHCs&previous_page_section_name=1000&federated_search_id=77a5af5e-4eb3-40ce-a9c4-16de6fc9e4ff,46.05209,-1.08291,0,01/06/2024 - 30/09/2024
Appartement de charme classé 3 étoiles,"Châtelaillon-Plage, Nouvelle-Aquitaine, France",86 € ,,796 €,,4 voyageurs , 3 chambres , 3 lits , 1 salle de bain,"[""Vue sur l'océan"", 'Accès plage ou bord de mer', 'Cuisine', 'Wifi', 'Espace de travail dédié', 'Parking gratuit sur place', 'Télévision', 'Lave-linge', 'Patio ou balcon\xa0: privé(e)', 'Dépôt de bagages autorisé']",https://www.airbnb.fr/rooms/43836774?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696263734_rsa0auDDTkTuXvBc&previous_page_section_name=1000&federated_search_id=77a5af5e-4eb3-40ce-a9c4-16de6fc9e4ff,46.07543,-1.0921,0,01/06/2024 - 30/09/2024
L appart  du centre Ville de Chatelaillon  Plage,"Châtelaillon-Plage, Nouvelle-Aquitaine, France",107 € ,,935 €,"4,30 ·",4 voyageurs , 1 chambre , 1 lit , 1 salle de bain,"['Accès plage ou bord de mer', 'Cuisine', 'Wifi', 'Espace de travail dédié', 'Parking gratuit dans la rue', 'Animaux acceptés', 'Télévision', 'Lave-linge', 'Sèche-cheveux']",https://www.airbnb.fr/rooms/34294523?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696263734_YDOsRmFR6Deea9HM&previous_page_section_name=1000&federated_search_id=77a5af5e-4eb3-40ce-a9c4-16de6fc9e4ff,46.0742,-1.0918,59,01/06/2024 - 30/09/2024
Appt.cosy à 50m.de la grande plage de Chatelaillon,"Châtelaillon-Plage, Nouvelle-Aquitaine, France",85 € ,,787 €,"4,76 ·",4 voyageurs , 2 chambres , 3 lits , 1 salle de bain,"['Cuisine', 'Wifi', 'Parking gratuit dans la rue', 'Animaux acceptés', 'TV avec abonnement standard au câble', 'Lave-linge', 'Lit parapluie', 'Livres et jouets pour enfants', 'Chaise haute']",https://www.airbnb.fr/rooms/35536805?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696263734_UU9XXJs3dDYswDgp&previous_page_section_name=1000&federated_search_id=77a5af5e-4eb3-40ce-a9c4-16de6fc9e4ff,46.07451,-1.09278,5,01/06/2024 - 30/09/2024
"Belle maison  Clim, Spa et Sauna toute l’année","Angoulins, Poitou-Charentes, France",170 € ,,1 530 €,"4,84 ·",6 voyageurs , 2 chambres , 4 lits , 1 salle de bain,"['Accès à la plage', 'Cuisine', 'Vitesse du réseau wifi\xa0: 29\xa0Mbps', 'Espace de travail dédié', 'Parking gratuit sur place', 'Jacuzzi privé', 'Animaux acceptés', 'TV HD avec Amazon Prime Video, Netflix', 'Lave-linge (Gratuit) dans le logement', 'Sèche-linge']",https://www.airbnb.fr/rooms/11317549?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696263734_h0lNCdfNzD6ucK9d&previous_page_section_name=1000&federated_search_id=77a5af5e-4eb3-40ce-a9c4-16de6fc9e4ff,46.10523,-1.1091,0,01/06/2024 - 30/09/2024
"LA CARAVELLE 4 
APPARTEMENT
CENTRE CHATELAILLON","Châtelaillon-Plage, Nouvelle-Aquitaine, France",90 € ,,749 €,"4,67 ·",2 voyageurs , 1 chambre , 1 lit , 1 salle de bain,"['Wifi', 'Animaux acceptés', 'TV HD', 'Lave-linge (Gratuit) dans le logement', 'Logement fumeur']",https://www.airbnb.fr/rooms/672525789088786035?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696263734_TgMOmvdQjsyJmw0z&previous_page_section_name=1000&federated_search_id=77a5af5e-4eb3-40ce-a9c4-16de6fc9e4ff,46.0734,-1.0908,0,01/06/2024 - 30/09/2024
Maison individuelle avec jardin,"Saint-Vivien, Nouvelle-Aquitaine, France",160 €,144 € ,1 212 €,,8 voyageurs , 3 chambres , 4 lits , 1 salle de bain,"['Accès plage\xa0: Public ou partagé', 'Cuisine', 'Parking gratuit sur place', 'Télévision', 'Lave-linge', 'Arrière-cour privée – Clôture partielle', 'Dépôt de bagages autorisé', 'Livres et jouets pour enfants de Entre 5 et 10\xa0ans', 'Sèche-cheveux']",https://www.airbnb.fr/rooms/781849145317079772?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696263734_VaJ39Bo9YM%2FDvBaI&previous_page_section_name=1000&federated_search_id=77a5af5e-4eb3-40ce-a9c4-16de6fc9e4ff,46.0824,-1.051,0,01/06/2024 - 30/09/2024
Grand appartement À quelques minutes de la plage,"Châtelaillon-Plage, Nouvelle-Aquitaine, France",178 €,151 € ,1 271 €,"4,67 ·",6 voyageurs , 3 chambres , 3 lits , 3 salles de bain,"['Cuisine', 'Wifi rapide (314\xa0Mbit/s)', 'Espace de travail dédié', 'Parking gratuit sur place', 'TV avec Chromecast', 'Lave-linge', 'Climatisation', 'Lit pour bébé', 'Lit parapluie']",https://www.airbnb.fr/rooms/928914650883981926?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696263734_Y5II39s6yM8sMFUD&previous_page_section_name=1000&federated_search_id=77a5af5e-4eb3-40ce-a9c4-16de6fc9e4ff,46.08104552714307,-1.0817767619125478,55,01/06/2024 - 30/09/2024
STUDIO CHATELAILLON-PLAGE,"Châtelaillon-Plage, Nouvelle-Aquitaine, France",51 € ,,437 €,,2 voyageurs , Studio , 1 lit , 1 salle de bain,"['Cuisine', 'Wifi', 'Parking gratuit sur place', 'Télévision', 'Lave-linge (Gratuit) dans le logement', 'Arrière-cour', 'Sèche-cheveux', 'Réfrigérateur', 'Four à micro-ondes']",https://www.airbnb.fr/rooms/37208697?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696263734_fgkzsnr3KA40RY3t&previous_page_section_name=1000&federated_search_id=77a5af5e-4eb3-40ce-a9c4-16de6fc9e4ff,46.05841,-1.08352,90,01/06/2024 - 30/09/2024
T2 neuf dans village bord de mer,"Angoulins, Aquitaine-Limousin-Poitou-Charentes, France",90 € ,,828 €,,5 voyageurs , 1 chambre , 2 lits , 1 salle de bain,"['Cuisine', 'Wifi', 'Parking gratuit sur place', 'Télévision', 'Lave-linge', 'Patio ou balcon\xa0: privé(e)', 'Arrière-cour privée – Clôture intégrale', 'Réfrigérateur', 'Four à micro-ondes']",https://www.airbnb.fr/rooms/14297235?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696263734_RcSb8vFWFDEM8c8z&previous_page_section_name=1000&federated_search_id=77a5af5e-4eb3-40ce-a9c4-16de6fc9e4ff,46.10933,-1.10121,58,01/06/2024 - 30/09/2024
Le baleineau,"Aytré, Nouvelle-Aquitaine, France",80 €,71 € ,639 €,,4 voyageurs , 1 chambre , 2 lits , 1 salle de bain,"['Cuisine', 'Wifi', 'Espace de travail dédié', 'Parking gratuit sur place', 'TV HD 30"" avec abonnement standard au câble', 'Lave-linge (Gratuit) dans le logement', 'Patio ou balcon\xa0: privé(e)', 'Lit parapluie', 'Sèche-cheveux']",https://www.airbnb.fr/rooms/663669847830844974?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696263734_fmRZpiC0b9%2FtBXS3&previous_page_section_name=1000&federated_search_id=77a5af5e-4eb3-40ce-a9c4-16de6fc9e4ff,46.131,-1.1092,18,01/06/2024 - 30/09/2024
"Chambre d'hôtes, Lucia Al Mare","Châtelaillon-Plage, Nouvelle-Aquitaine, France",95 € ,,784 €,"5,0 ·",Confidentialité··Conditions générales··Plan du site··Fonctionnement du site··Infos sur l'entreprise,,,,"['Serrure ou verrou sur la porte de la chambre', 'Accès plage ou bord de mer', 'Wifi', 'Espace de travail dédié', 'Parking gratuit sur place', 'Baignoire', 'Patio ou balcon\xa0: commun(e)', 'Arrière-cour', 'Dépôt de bagages autorisé']",https://www.airbnb.fr/rooms/609160207762934792?category_tag=Tag%3A8678&enable_m3_private_room=true&photo_id=1383844639&check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696263734_%2BjS2CjfLfIaoK3%2Fr&previous_page_section_name=1000&federated_search_id=77a5af5e-4eb3-40ce-a9c4-16de6fc9e4ff,46.0558,-1.085,0,01/06/2024 - 30/09/2024
Maison individuelle bord de mer,"Châtelaillon-Plage, Nouvelle-Aquitaine, France",165 € ,,1 384 €,,5 voyageurs , 3 chambres , 3 lits , 1 salle de bain,"['Accès plage\xa0: Public ou partagé', 'Cuisine', 'Wifi', 'Espace de travail dédié', 'Allée de stationnement gratuite sur place\xa0: 2\xa0places', ""Jacuzzi privé\xa0: disponible toute l'année, ouverture 24h/24"", 'TV 32""', 'Lave-linge (Gratuit) dans le logement', 'Climatisation\xa0: système split sans évacuation']",https://www.airbnb.fr/rooms/870952419666965122?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696263734_kZipQeLvdtxcPA7e&previous_page_section_name=1000&federated_search_id=77a5af5e-4eb3-40ce-a9c4-16de6fc9e4ff,46.0659,-1.0811,0,01/06/2024 - 30/09/2024
"Maison de famille, avec jardin et vue mer","Yves, Nouvelle-Aquitaine, France",315 € ,,2 612 €,"5,0 ·",6 voyageurs , 3 chambres , 5 lits , 2 salles de bain,"['Vue sur la baie', 'Vue sur le jardin', 'Accès plage ou bord de mer\xa0: Public ou partagé', 'Cuisine', 'Wifi', 'Allée de stationnement gratuite sur place\xa0: 2\xa0places', 'Animaux acceptés', 'TV HD 16"" avec abonnement standard au câble', 'Lave-linge (Gratuit) dans le logement']",https://www.airbnb.fr/rooms/779628070885655200?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696264054_p94P5EVBzD17DwMz&previous_page_section_name=1000&federated_search_id=974aeaa6-6899-4172-bce4-f34a891a0a17,46.05393,-1.07833,0,01/06/2024 - 30/09/2024
10mn de LA ROCHELLE STUD. 24 m² + Pkg   NON FUMEUR,"La Jarne, Charente-Maritime, France",42 € ,,360 €,,2 voyageurs , Studio , 1 lit , 1 salle de bain,"['Accès plage\xa0: Public ou partagé', 'Cuisine', 'Wifi', 'Espace de travail dédié', 'Allée de stationnement gratuite sur place\xa0: 1\xa0place', 'Télévision', 'Patio ou balcon', 'Arrière-cour', 'Caméras de surveillance extérieure et/ou dans les espaces communs']",https://www.airbnb.fr/rooms/34666491?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696264054_7dkyoFl0nYmIvl77&previous_page_section_name=1000&federated_search_id=974aeaa6-6899-4172-bce4-f34a891a0a17,46.12701,-1.07183,0,01/06/2024 - 30/09/2024
Studio à 50m de la plage,"Châtelaillon-Plage, Nouvelle-Aquitaine, France",65 €,52 € ,446 €,,2 voyageurs , 1 chambre , 1 lit , 1 salle de bain,"['Cuisine', 'Parking gratuit sur place', 'Télévision', 'Sèche-cheveux', 'Séjours longue durée autorisés']",https://www.airbnb.fr/rooms/932455755303380415?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696264054_LnDsFEUF9P0XLRrN&previous_page_section_name=1000&federated_search_id=974aeaa6-6899-4172-bce4-f34a891a0a17,46.063796303840725,-1.0910215362179083,0,01/06/2024 - 30/09/2024
Maison 4 personnes dans copropriéte avec piscine,"Châtelaillon-Plage, Nouvelle-Aquitaine, France",90 € ,,770 €,"4,67 ·",4 voyageurs , 2 chambres , 3 lits , 1 salle de bain,"['Cuisine', 'Parking gratuit sur place', 'Piscine Partagé', 'Animaux acceptés', 'Télévision', 'Lave-linge', 'Patio ou balcon', 'Réfrigérateur']",https://www.airbnb.fr/rooms/36294945?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696264054_YcOXWd%2FkK0a4wSc0&previous_page_section_name=1000&federated_search_id=974aeaa6-6899-4172-bce4-f34a891a0a17,46.08153,-1.0807,0,01/06/2024 - 30/09/2024
Petite maison confortable proche de la mer,"Salles-sur-Mer, Nouvelle-Aquitaine, France",81 € ,,753 €,"4,62 ·",4 voyageurs , 2 chambres , 2 lits , 1 salle de bain,"['Accès plage\xa0: Public ou partagé', 'Cuisine', 'Wifi', 'Espace de travail dédié', 'Parking gratuit sur place', 'Télévision', 'Lave-linge', 'Baignoire', 'Arrière-cour privée – Clôture intégrale', 'Chaise haute au sol\xa0: toujours dans le logement']",https://www.airbnb.fr/rooms/638156025628123290?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696264054_HeSZmLuh53yTHfId&previous_page_section_name=1000&federated_search_id=974aeaa6-6899-4172-bce4-f34a891a0a17,46.09667,-1.06077,0,01/06/2024 - 30/09/2024
Maison 4/5 p à 50 m de la plage,"Châtelaillon-Plage, Nouvelle-Aquitaine, France",110 € ,,933 €,,5 voyageurs , 2 chambres , 5 lits , 1 salle de bain,"['Accès à la plage', 'Cuisine', 'Wifi', 'Parking gratuit sur place', 'Télévision', 'Lave-linge', 'Réfrigérateur', 'Four à micro-ondes', 'Séjours longue durée autorisés']",https://www.airbnb.fr/rooms/894066788938510922?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696264054_aBim%2FAsqXWD4AN8f&previous_page_section_name=1000&federated_search_id=974aeaa6-6899-4172-bce4-f34a891a0a17,46.0814,-1.0946,29,01/06/2024 - 30/09/2024
Charmant gite  proche plage!,"Thairé, Aquitaine-Limousin-Poitou-Charentes, France",40 € ,,295 €,,4 voyageurs , Studio , 2 lits , 1 salle de bain,"['Cuisine', 'Wifi', 'Parking gratuit sur place', 'Animaux acceptés', 'Télévision', 'Lave-linge', 'Dépôt de bagages autorisé', 'Sèche-cheveux', 'Réfrigérateur']",https://www.airbnb.fr/rooms/15908982?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696264054_SjV8jFx7e59TnpnD&previous_page_section_name=1000&federated_search_id=974aeaa6-6899-4172-bce4-f34a891a0a17,46.07329,-1.00333,0,01/06/2024 - 30/09/2024
Logement à deux pas de la mer,"Angoulins, Nouvelle-Aquitaine, France",56 € ,,492 €,"5,0 ·",2 voyageurs , 1 chambre , 1 lit , 1 salle de bain,"['Vue sur le jardin', 'Accès plage ou bord de mer\xa0: Public ou partagé', 'Cuisine', 'Wifi', 'Parking gratuit sur place', 'Télévision', 'Climatisation\xa0: système split sans évacuation', 'Réfrigérateur', 'Four à micro-ondes']",https://www.airbnb.fr/rooms/891175090545207326?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696264054_qHwJaBygRaE6yzCH&previous_page_section_name=1000&federated_search_id=974aeaa6-6899-4172-bce4-f34a891a0a17,46.10514,-1.10243,0,01/06/2024 - 30/09/2024
Maison Chatelaillonnaise récente avec piscine,"Châtelaillon-Plage, Aquitaine Limousin Poitou-Charentes, France",230 € ,,2 056 €,"4,41 ·",8 voyageurs , 3 chambres , 5 lits , 1 salle de bain,"['Cuisine', 'Wifi', 'Espace de travail dédié', 'Parking gratuit sur place', 'Piscine Privé', 'TV avec abonnement standard au câble', 'Lave-linge', 'Sèche-cheveux', 'Salle de sport']",https://www.airbnb.fr/rooms/5284517?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696264054_azy%2BYuGgnWAVSfte&previous_page_section_name=1000&federated_search_id=974aeaa6-6899-4172-bce4-f34a891a0a17,46.07525,-1.07973,0,01/06/2024 - 30/09/2024
Appartement à 200m de la mer,"Yves, Nouvelle-Aquitaine, France",90 € ,,770 €,,4 voyageurs , 1 chambre , 2 lits , 1 salle de bain,"['Accès plage ou bord de mer', 'Cuisine', 'Parking gratuit sur place', 'TV HD', 'Lave-linge', 'Climatisation', 'Dépôt de bagages autorisé', 'Sèche-cheveux', 'Réfrigérateur', 'Four à micro-ondes']",https://www.airbnb.fr/rooms/933949933847126860?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696264054_rqk4PPY74839%2Bc%2B9&previous_page_section_name=1000&federated_search_id=974aeaa6-6899-4172-bce4-f34a891a0a17,46.0542,-1.0761,2,01/06/2024 - 30/09/2024
Paradis à 50m de la plage de Chatelaillon-Plage!,"Châtelaillon-Plage, Nouvelle-Aquitaine, France",120 € ,,1 074 €,"4,88 ·",5 voyageurs , 2 chambres , 2 lits , 1 salle de bain,"['Cuisine', 'Wifi', 'Parking gratuit dans la rue', 'Animaux acceptés', 'TV avec abonnement standard au câble', 'Lave-linge', 'Lit parapluie', 'Livres et jouets pour enfants', 'Chaise haute']",https://www.airbnb.fr/rooms/35376055?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696264054_WvFHPG0l0Rc8wp4P&previous_page_section_name=1000&federated_search_id=974aeaa6-6899-4172-bce4-f34a891a0a17,46.0757,-1.09198,5,01/06/2024 - 30/09/2024
Studio en duplex 4 personnes,"Yves, Nouvelle-Aquitaine, France",56 € ,,480 €,,4 voyageurs , 1 chambre , 2 lits , 1 salle de bain,"['Accès plage ou bord de mer', 'Cuisine', 'Espace de travail dédié', 'Parking gratuit sur place', 'Animaux acceptés', 'Télévision', 'Lave-linge', 'Patio ou balcon', 'Sèche-cheveux']",https://www.airbnb.fr/rooms/51904470?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696264054_J9JRTBdFktZWbrVv&previous_page_section_name=1000&federated_search_id=974aeaa6-6899-4172-bce4-f34a891a0a17,46.0539,-1.0811,0,01/06/2024 - 30/09/2024
MAISON AVEC JARDIN AU CALME,"Châtelaillon-Plage, Nouvelle-Aquitaine, France",55 € ,,495 €,"4,33 ·",5 voyageurs , 1 chambre , 2 lits , 1 salle de bain,"['Accès à la plage', 'Réfrigérateur']",https://www.airbnb.fr/rooms/630810111930423355?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696264054_UDLJBJvMTGTtwXVh&previous_page_section_name=1000&federated_search_id=974aeaa6-6899-4172-bce4-f34a891a0a17,46.05662,-1.07996,0,01/06/2024 - 30/09/2024
Maison familiale (8 pers) Chatelaillon classé 3***,"Saint-Vivien, Nouvelle-Aquitaine, France",210 € ,,1 826 €,"4,95 ·",8 voyageurs , 4 chambres , 4 lits , 1 salle de bain,"['Vue sur le jardin', 'Accès plage ou bord de mer', 'Cuisine', 'Wifi', 'Parking gratuit sur place', 'Animaux acceptés', 'TV HD avec Chromecast, Netflix, abonnement standard au câble', 'Lave-linge (Gratuit) dans le logement', 'Caméras de surveillance extérieure et/ou dans les espaces communs']",https://www.airbnb.fr/rooms/41844856?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696264054_%2Bkz4RwdgD3%2F9l6Tf&previous_page_section_name=1000&federated_search_id=974aeaa6-6899-4172-bce4-f34a891a0a17,46.07949,-1.05857,0,01/06/2024 - 30/09/2024
Chambre dans villa 50 m de la plage,"Châtelaillon-Plage, Poitou-Charentes, France",45 € ,,374 €,"4,94 ·",Confidentialité··Conditions générales··Plan du site··Fonctionnement du site··Infos sur l'entreprise,,,,"['Wifi', 'Espace de travail dédié', 'Parking gratuit sur place', 'Télévision', 'Arrière-cour', 'Sèche-cheveux', 'Petit déjeuner']",https://www.airbnb.fr/rooms/7173581?category_tag=Tag%3A8678&enable_m3_private_room=true&photo_id=50483086&check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696264054_uCzsDiEw8sfVGNMd&previous_page_section_name=1000&federated_search_id=974aeaa6-6899-4172-bce4-f34a891a0a17,46.08192,-1.09586,0,01/06/2024 - 30/09/2024
Appart T3 +courette Châtelaillon,"Châtelaillon-Plage, Nouvelle-Aquitaine, France",95 € ,,846 €,,6 voyageurs , 2 chambres , 4 lits , 1 salle de bain,"['Accès à la plage', 'Cuisine', 'Parking gratuit sur place', 'Télévision', 'Baignoire', 'Patio ou balcon\xa0: privé(e)', 'Arrière-cour privée – Clôture intégrale', 'Lit parapluie\xa0: toujours dans le logement', 'Chaise haute pliable ou transformable\xa0: toujours dans le logement', 'Réfrigérateur']",https://www.airbnb.fr/rooms/940418575016764650?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696264054_1eoBPBgh3fq1Z%2Bw7&previous_page_section_name=1000&federated_search_id=974aeaa6-6899-4172-bce4-f34a891a0a17,46.0631,-1.0917,0,01/06/2024 - 30/09/2024
Maison 2/6 pers. à 250m de la mer à Chatelaillon,"Châtelaillon-Plage, Nouvelle-Aquitaine, France",140 € ,,1 284 €,,6 voyageurs , 3 chambres , 5 lits , 1 salle de bain,"['Accès à la plage', 'Cuisine', 'Wifi', 'Parking gratuit sur place', 'Télévision', 'Lave-linge', 'Sèche-cheveux', 'Réfrigérateur']",https://www.airbnb.fr/rooms/42766662?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696264054_9E7xwZ2PExnn5T8s&previous_page_section_name=1000&federated_search_id=974aeaa6-6899-4172-bce4-f34a891a0a17,46.0714,-1.0879,50,01/06/2024 - 30/09/2024
Appartement bord mer,"Yves, Nouvelle-Aquitaine, France",97 € ,,863 €,"4,77 ·",4 voyageurs , 2 chambres , 3 lits , 1 salle de bain,"['Accès à la plage', 'Cuisine', 'Parking gratuit sur place', 'Animaux acceptés', 'Télévision', 'Lave-linge (Gratuit) dans le logement', 'Patio ou balcon\xa0: privé(e)', 'Arrière-cour', 'Lit pour bébé']",https://www.airbnb.fr/rooms/785535390985796569?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696264054_ZRjKtqonJ%2FhCErlJ&previous_page_section_name=1000&federated_search_id=974aeaa6-6899-4172-bce4-f34a891a0a17,46.0541,-1.0784,0,01/06/2024 - 30/09/2024
Bel appartement au coeur de Fouras.,"Fouras, Nouvelle-Aquitaine, France",110 €,99 € ,891 €,,5 voyageurs , 2 chambres , 3 lits , 1 salle de bain,"['Accès plage ou bord de mer', 'Cuisine', 'Wifi', 'Parking gratuit dans la rue', 'Télévision', 'Lave-linge (Gratuit) dans le logement', 'Patio ou balcon\xa0: privé(e)', 'Livres et jouets pour enfants', 'Sèche-cheveux', 'Réfrigérateur']",https://www.airbnb.fr/rooms/18608333?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696264365_8v7HgtpRvgYw8dNC&previous_page_section_name=1000&federated_search_id=54111be3-71e2-4695-aa04-52dc6e0c210a,45.98727,-1.09347,6,01/06/2024 - 30/09/2024
Studette 13 m2 très proche de La Rochelle,"Puilboreau, Nouvelle-Aquitaine, France",37 €,33 € ,283 €,"4,89 ·",2 voyageurs , Studio , 1 lit , 1 salle de bain,"['Wifi', 'Allée de stationnement gratuite sur place\xa0: 1\xa0place', 'Télévision', 'Arrière-cour privée – Clôture partielle', 'Réfrigérateur', 'Four à micro-ondes', 'Séjours longue durée autorisés']",https://www.airbnb.fr/rooms/17920902?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696264366_zd3G1%2BkOzQZp2QNE&previous_page_section_name=1000&federated_search_id=54111be3-71e2-4695-aa04-52dc6e0c210a,46.18366,-1.11581,25,01/06/2024 - 30/09/2024
STUDIO CHATELAILLON-PLAGE,"Châtelaillon-Plage, Nouvelle-Aquitaine, France",51 € ,,437 €,,2 voyageurs , Studio , 1 lit , 1 salle de bain,"['Cuisine', 'Wifi', 'Parking gratuit sur place', 'Télévision', 'Lave-linge (Gratuit) dans le logement', 'Arrière-cour', 'Sèche-cheveux', 'Réfrigérateur', 'Four à micro-ondes']",https://www.airbnb.fr/rooms/37208697?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696264366_gTniurlgJ%2FQbN%2B%2B0&previous_page_section_name=1000&federated_search_id=54111be3-71e2-4695-aa04-52dc6e0c210a,46.05841,-1.08352,90,01/06/2024 - 30/09/2024
