Title,Subtitle,Location,Price per night,Discounted price per night,Price per week,Stars,Number Traveler,Number Room,Number Bed,Number Bathroom,Equipment,url,latitude,longitude,jours reserves,periode reservation,City,Number annonce,euros,type_logement,Test_Equipment
"Appartement T2, 100m de la mer",Logement entier : appartement en residence . Chez Aurelien4 voyageurs *  * 1 chambre *  * 2 lits *  * 1 salle de bain,"Chatelaillon-Plage, Aquitaine-Limousin-Poitou-Charentes, France",82 EUR ,,721 EUR,"4,44 *",4 voyageurs ,1 chambre, 2 lits , 1 salle de bain,"['Acces plage\xa0: Public ou partage', 'Cuisine', 'Wifi', 'Parking gratuit sur place', 'Animaux acceptes', 'TV avec abonnement standard au cable', 'Lave-linge', 'Lit parapluie']",https://www.airbnb.fr/rooms/14793487?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696864263_r3QOQMebov%2B6OzED&previous_page_section_name=1000&federated_search_id=5a9f5b35-70f4-4e48-aabe-64d6ea9be5b2,46.07597,-1.09078,0,01/06/2024 - 30/09/2024,Chatelaillon-Plage,14793487,82,appartement,"'acces plage\xa0: public ou partage', 'cuisine', 'wifi', 'parking gratuit sur place', 'animaux acceptes', 'tv avec abonnement standard au cable', 'lave-linge', 'lit parapluie'"
Bienvenue a Chatelaillon  /Residence  les Palmiers,,"Chatelaillon-Plage, Nouvelle-Aquitaine, France",71 EUR ,,608 EUR,,4 voyageurs ,1 chambre, 3 lits , 1 salle de bain,"['Acces plage ou bord de mer', 'Cuisine', 'Wifi', 'Espace de travail dedie', 'Allee de stationnement gratuite sur place', 'Animaux acceptes', 'TV avec abonnement standard au cable', 'Lave-linge', 'Climatisation']",https://www.airbnb.fr/rooms/39607504?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696864263_6mKTi6JDrlnll8%2Bm&previous_page_section_name=1000&federated_search_id=5a9f5b35-70f4-4e48-aabe-64d6ea9be5b2,46.0772,-1.09246,28,01/06/2024 - 30/09/2024,Chatelaillon-Plage,39607504,71,Non identifie,"'acces plage ou bord de mer', 'cuisine', 'wifi', 'espace de travail dedie', 'allee de stationnement gratuite sur place', 'animaux acceptes', 'tv avec abonnement standard au cable', 'lave-linge', 'climatisation'"
A 150 m de la plage,,"Chatelaillon-Plage, Nouvelle-Aquitaine, France",60 EUR ,,514 EUR,,2 voyageurs ,1 chambre, 1 lit , 1 salle de bain,"['Cuisine', 'Parking gratuit sur place', 'Television', 'Lave-linge', 'Patio ou balcon', 'Arriere-cour privee - Cloture integrale', 'Logement fumeur']",https://www.airbnb.fr/rooms/43886823?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696864263_0S2EhPH4fodLqb5i&previous_page_section_name=1000&federated_search_id=5a9f5b35-70f4-4e48-aabe-64d6ea9be5b2,46.06246,-1.092,30,01/06/2024 - 30/09/2024,Chatelaillon-Plage,43886823,60,Non identifie,"'cuisine', 'parking gratuit sur place', 'television', 'lave-linge', 'patio ou balcon', 'arriere-cour privee - cloture integrale', 'logement fumeur'"
charmant logement tout confort,,"Chatelaillon-Plage, Nouvelle-Aquitaine, France",52 EUR ,,464 EUR,,2 voyageurs ,1 chambre, 1 lit , 1 salle de bain,"['Acces plage\xa0: Public ou partage', 'Cuisine', 'Wifi', 'Espace de travail dedie', 'Allee de stationnement gratuite sur place\xa0: 1\xa0place', ""Piscine Prive exterieure (disponible a certaines periodes, heures d'ouverture specifiques, chauffee)"", 'Animaux acceptes', 'TV HD', 'Station de recharge pour vehicules electriques', 'Lave-linge (Gratuit) dans le logement']",https://www.airbnb.fr/rooms/546322567126230602?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696863527_nBp6XQUzXRx3RM%2FB&previous_page_section_name=1000&federated_search_id=1d5b665a-ab2d-4882-90da-07033c8a19ba,46.0668,-1.0843,0,01/06/2024 - 30/09/2024,Chatelaillon-Plage,546322567126230602,52,Non identifie,"'acces plage\xa0: public ou partage', 'cuisine', 'wifi', 'espace de travail dedie', 'allee de stationnement gratuite sur place\xa0: 1\xa0place', ""piscine prive exterieure (disponible a certaines periodes, heures d'ouverture specifiques, chauffee)"", 'animaux acceptes', 'tv hd', 'station de recharge pour vehicules electriques', 'lave-linge (gratuit) dans le logement'"
Appt + jardinet MER 2 pers a Chatelaillon-Plage,,"Chatelaillon-Plage, Nouvelle-Aquitaine, France",59 EUR ,,495 EUR,,3 voyageurs ,1 chambre, 1 lit , 1 salle de bain,"['Vue sur la cour', 'Vue sur le jardin', 'Acces plage ou bord de mer\xa0: Public ou partage', 'Cuisine', 'Wifi', 'Espace de travail dedie', 'Parking gratuit sur place', 'TV avec television par cable haut de gamme', 'Lave-linge (Gratuit) dans le logement']",https://www.airbnb.fr/rooms/36521335?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696864263_n7%2FZzOJ9fzPLhvR5&previous_page_section_name=1000&federated_search_id=5a9f5b35-70f4-4e48-aabe-64d6ea9be5b2,46.06354,-1.09115,5,01/06/2024 - 30/09/2024,Chatelaillon-Plage,36521335,59,appartement,"'vue sur la cour', 'vue sur le jardin', 'acces plage ou bord de mer\xa0: public ou partage', 'cuisine', 'wifi', 'espace de travail dedie', 'parking gratuit sur place', 'tv avec television par cable haut de gamme', 'lave-linge (gratuit) dans le logement'"
Petite maison meublee,,"Chatelaillon-Plage, Nouvelle-Aquitaine, France",40 EUR ,,366 EUR,,3 voyageurs ,1 chambre, 2 lits , 1 salle de bain et 1 toilette,"['Vue sur la cour', 'Cuisine', 'Parking gratuit sur place', 'Animaux acceptes', 'TV HD', 'Patio ou balcon\xa0: prive(e)', 'Refrigerateur']",https://www.airbnb.fr/rooms/583931719292129301?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696864263_sRiosoqEwW7AX1Lx&previous_page_section_name=1000&federated_search_id=5a9f5b35-70f4-4e48-aabe-64d6ea9be5b2,46.06736,-1.0912,0,01/06/2024 - 30/09/2024,Chatelaillon-Plage,583931719292129301,40,maison,"'vue sur la cour', 'cuisine', 'parking gratuit sur place', 'animaux acceptes', 'tv hd', 'patio ou balcon\xa0: prive(e)', 'refrigerateur'"
Agreable maison a 100m de la plage et du parc.,,"Chatelaillon-Plage, Nouvelle-Aquitaine, France",110 EUR ,,942 EUR,,4 voyageurs ,1 chambre, 2 lits , 1 salle de bain,"['Acces plage ou bord de mer\xa0: Public ou partage', 'Cuisine', 'Wifi', 'Parking gratuit sur place', 'Animaux acceptes', 'TV HD 55"" avec television par cable haut de gamme', 'Lave-linge (Gratuit) dans le logement', 'Climatisation centrale', 'Baignoire']",https://www.airbnb.fr/rooms/53898385?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696863527_aOd2TUjJWSlmBV2e&previous_page_section_name=1000&federated_search_id=1d5b665a-ab2d-4882-90da-07033c8a19ba,46.07763,-1.09162,13,01/06/2024 - 30/09/2024,Chatelaillon-Plage,53898385,110,maison,"'acces plage ou bord de mer\xa0: public ou partage', 'cuisine', 'wifi', 'parking gratuit sur place', 'animaux acceptes', 'tv hd 55"" avec television par cable haut de gamme', 'lave-linge (gratuit) dans le logement', 'climatisation centrale', 'baignoire'"
Maison au calme et tout pres du vieux port,,"La Rochelle, Nouvelle-Aquitaine, France",100 EUR ,,910 EUR,,4 voyageurs ,2 chambres, 2 lits , 1 salle de bain,"['Acces plage\xa0: Public ou partage', 'Cuisine', 'Wifi', 'Parking gratuit sur place', 'Animaux acceptes', 'Television', 'Lave-linge', 'Patio ou balcon\xa0: prive(e)', 'Arriere-cour privee - Cloture integrale']",https://www.airbnb.fr/rooms/43881187?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696867467_8QZv6%2F4OS69fprWh&previous_page_section_name=1000&federated_search_id=960f42f7-b673-4d4c-8e06-b23000f415ed,46.144,-1.14398,5,01/06/2024 - 30/09/2024,La Rochelle,43881187,100,maison,"'acces plage\xa0: public ou partage', 'cuisine', 'wifi', 'parking gratuit sur place', 'animaux acceptes', 'television', 'lave-linge', 'patio ou balcon\xa0: prive(e)', 'arriere-cour privee - cloture integrale'"
Appartement avec balcon vue mer,Logement entier : appartement en residence . Chez Cecile4 voyageurs *  * 2 chambres *  * 3 lits *  * 1 salle de bain,"Chatelaillon-Plage, Nouvelle-Aquitaine, France",147 EUR ,,1 221 EUR,"5,0 *",4 voyageurs ,2 chambres, 3 lits , 1 salle de bain,"[""Vue sur l'ocean"", 'Acces plage ou bord de mer\xa0: Public ou partage', 'Cuisine', 'Wifi rapide (273\xa0Mbit/s)', 'Garage residentiel gratuit sur place\xa0: 1\xa0place', ""Piscine Partage exterieure (disponible a certaines periodes, heures d'ouverture specifiques)"", 'Animaux acceptes', 'TV HD 55""', 'Lave-linge (Gratuit) dans le logement']",https://www.airbnb.fr/rooms/50026405?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696863956_MgUGCBCI%2FoIHycBO&previous_page_section_name=1000&federated_search_id=95a87b64-f401-47b7-8adc-5cdc8e889fc7,46.05666,-1.08714,14,01/06/2024 - 30/09/2024,Chatelaillon-Plage,50026405,147,appartement,"""vue sur l'ocean"", 'acces plage ou bord de mer\xa0: public ou partage', 'cuisine', 'wifi rapide (273\xa0mbit/s)', 'garage residentiel gratuit sur place\xa0: 1\xa0place', ""piscine partage exterieure (disponible a certaines periodes, heures d'ouverture specifiques)"", 'animaux acceptes', 'tv hd 55""', 'lave-linge (gratuit) dans le logement'"
Vue mer et Acces direct plage (T2bis),,"La Rochelle, Poitou-Charentes, France",112 EUR,90 EUR ,791 EUR,,6 voyageurs ,2 chambres, 4 lits , 1 salle de bain,"['Vue sur le port de plaisance', 'Vue sur la mer', 'Acces plage ou bord de mer', 'Cuisine', 'Wifi', 'Allee de stationnement gratuite sur place', 'Animaux acceptes', 'TV avec abonnement standard au cable', 'Ascenseur', 'Baignoire']",https://www.airbnb.fr/rooms/5683606?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696866201_mQyTW6LnufSl9%2BPt&previous_page_section_name=1000&federated_search_id=6cc3d322-cf04-4f09-b3f5-b189af65d315,46.1399,-1.1703,22,01/06/2024 - 30/09/2024,La Rochelle,5683606,112,Non identifie,"'vue sur le port de plaisance', 'vue sur la mer', 'acces plage ou bord de mer', 'cuisine', 'wifi', 'allee de stationnement gratuite sur place', 'animaux acceptes', 'tv avec abonnement standard au cable', 'ascenseur', 'baignoire'"
"Maison 4/5 pers. avec Jardin, a 200 m de la Plage",Logement entier : logement . Chez Xavier5 voyageurs *  * 2 chambres *  * 4 lits *  * 2 salles de bain,"Fouras, Nouvelle-Aquitaine, France",144 EUR ,,1 285 EUR,"4,77 *",5 voyageurs ,2 chambres, 4 lits , 2 salles de bain,"['Acces plage\xa0: Public ou partage', 'Cuisine', 'Wifi', 'Allee de stationnement gratuite sur place\xa0: 1\xa0place', 'Animaux acceptes', 'TV HD 43""', 'Lave-linge (Gratuit) dans le logement', 'Lit parapluie\xa0: disponible sur demande', 'Chaise haute pliable ou transformable\xa0: disponible sur demande']",https://www.airbnb.fr/rooms/632520347209638423?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696867147_XfjuRkk4P5%2ByacUy&previous_page_section_name=1000&federated_search_id=51a33c71-94ea-4717-a267-47cf81e1d65c,45.99231,-1.08878,0,01/06/2024 - 30/09/2024,Fouras,632520347209638423,144,maison,"'acces plage\xa0: public ou partage', 'cuisine', 'wifi', 'allee de stationnement gratuite sur place\xa0: 1\xa0place', 'animaux acceptes', 'tv hd 43""', 'lave-linge (gratuit) dans le logement', 'lit parapluie\xa0: disponible sur demande', 'chaise haute pliable ou transformable\xa0: disponible sur demande'"
Le Parasol Bleu,Logement entier : appartement en residence . Chez Laurine4 voyageurs *  * 2 chambres *  * 3 lits *  * 1 salle de bain,"Chatelaillon-Plage, Nouvelle-Aquitaine, France",107 EUR ,,909 EUR,"4,75 *",4 voyageurs ,2 chambres, 3 lits , 1 salle de bain,"['Vue sur la cour', 'Acces plage\xa0: Public ou partage', 'Cuisine', 'Wifi rapide (295\xa0Mbit/s)', 'Espace de travail dedie', 'Allee de stationnement gratuite sur place\xa0: 1\xa0place', 'Television', 'Lave-linge (Gratuit) dans le logement', 'Patio ou balcon\xa0: prive(e)']",https://www.airbnb.fr/rooms/645449569403442229?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696864263_bGVI39eFfyuiT9gV&previous_page_section_name=1000&federated_search_id=5a9f5b35-70f4-4e48-aabe-64d6ea9be5b2,46.0752,-1.0806,0,01/06/2024 - 30/09/2024,Chatelaillon-Plage,645449569403442229,107,appartement,"'vue sur la cour', 'acces plage\xa0: public ou partage', 'cuisine', 'wifi rapide (295\xa0mbit/s)', 'espace de travail dedie', 'allee de stationnement gratuite sur place\xa0: 1\xa0place', 'television', 'lave-linge (gratuit) dans le logement', 'patio ou balcon\xa0: prive(e)'"
Appartement avec vue mer,Logement entier : appartement . Chez Denis4 voyageurs *  * 2 chambres *  * 1 lit *  * 1 salle de bain,"Chatelaillon-Plage, Nouvelle-Aquitaine, France",130 EUR ,,1 097 EUR,"4,82 *",4 voyageurs ,2 chambres, 1 lit , 1 salle de bain,"[""Vue sur l'ocean"", 'Acces a la plage', 'Cuisine', 'Parking gratuit sur place', 'Animaux acceptes', 'Television', 'Ascenseur', 'Station de recharge pour vehicules electriques']",https://www.airbnb.fr/rooms/928088858431447793?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696864263_7MZzykFpzL5F0wqe&previous_page_section_name=1000&federated_search_id=5a9f5b35-70f4-4e48-aabe-64d6ea9be5b2,46.0625,-1.0925,0,01/06/2024 - 30/09/2024,Chatelaillon-Plage,928088858431447793,130,appartement,"""vue sur l'ocean"", 'acces a la plage', 'cuisine', 'parking gratuit sur place', 'animaux acceptes', 'television', 'ascenseur', 'station de recharge pour vehicules electriques'"
"Gite ""La Fleur de sel""",,"Sainte-Soulle, Nouvelle-Aquitaine, France",115 EUR ,,974 EUR,,4 voyageurs ,2 chambres, 5 lits , 1 salle de bain,"['Vue sur le jardin', 'Cuisine', 'Wifi', 'Parking gratuit sur place', 'Piscine Partage (chauffee, jouets pour la piscine)', 'TV HD', 'Lave-linge (Gratuit) dans le logement', 'Climatisation centrale', 'Patio ou balcon\xa0: prive(e)']",https://www.airbnb.fr/rooms/34134526?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696866201_3ONbjK%2FKeOJziPQ7&previous_page_section_name=1000&federated_search_id=6cc3d322-cf04-4f09-b3f5-b189af65d315,46.18708,-1.02262,21,01/06/2024 - 30/09/2024,Sainte-Soulle,34134526,115,gite,"'vue sur le jardin', 'cuisine', 'wifi', 'parking gratuit sur place', 'piscine partage (chauffee, jouets pour la piscine)', 'tv hd', 'lave-linge (gratuit) dans le logement', 'climatisation centrale', 'patio ou balcon\xa0: prive(e)'"
Cosy T2 Chatelaillon proche de la plage,Logement entier : appartement . Chez Les Cles Dors4 voyageurs *  * 2 chambres *  * 2 lits *  * 1 salle de bain,"Yves, Nouvelle-Aquitaine, France",58 EUR ,,455 EUR,,4 voyageurs ,2 chambres, 2 lits , 1 salle de bain,"['Cuisine', 'Wifi', 'Television', 'Refrigerateur', 'Four a micro-ondes']",https://www.airbnb.fr/rooms/989064206611239164?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696864263_8GPimOmx6xtWbDgW&previous_page_section_name=1000&federated_search_id=5a9f5b35-70f4-4e48-aabe-64d6ea9be5b2,46.058090824652375,-1.0746055463813888,0,01/06/2024 - 30/09/2024,Yves,989064206611239164,58,appartement,"'cuisine', 'wifi', 'television', 'refrigerateur', 'four a micro-ondes'"
"Belle maison  Clim, Spa et Sauna toute l'annee",Logement entier : logement . Chez Aurelie6 voyageurs *  * 2 chambres *  * 4 lits *  * 1 salle de bain,"Angoulins, Poitou-Charentes, France",170 EUR ,,1 530 EUR,"4,83 *",6 voyageurs ,2 chambres, 4 lits , 1 salle de bain,"['Acces a la plage', 'Cuisine', 'Vitesse du reseau wifi\xa0: 29\xa0Mbps', 'Espace de travail dedie', 'Parking gratuit sur place', 'Jacuzzi prive', 'Animaux acceptes', 'TV HD avec Amazon Prime Video, Netflix', 'Lave-linge (Gratuit) dans le logement', 'Seche-linge']",https://www.airbnb.fr/rooms/11317549?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696866843_utcWzgWmq%2FjA7msQ&previous_page_section_name=1000&federated_search_id=05563926-fa48-43da-bb4f-867c9f97ffa8,46.10523,-1.1091,0,01/06/2024 - 30/09/2024,Angoulins,11317549,170,maison,"'acces a la plage', 'cuisine', 'vitesse du reseau wifi\xa0: 29\xa0mbps', 'espace de travail dedie', 'parking gratuit sur place', 'jacuzzi prive', 'animaux acceptes', 'tv hd avec amazon prime video, netflix', 'lave-linge (gratuit) dans le logement', 'seche-linge'"
Appart T3 +courette Chatelaillon,Logement entier : appartement . Chez Charline6 voyageurs *  * 2 chambres *  * 4 lits *  * 1 salle de bain,"Chatelaillon-Plage, Nouvelle-Aquitaine, France",95 EUR ,,846 EUR,,6 voyageurs ,2 chambres, 4 lits , 1 salle de bain,"['Acces a la plage', 'Cuisine', 'Parking gratuit sur place', 'Television', 'Baignoire', 'Patio ou balcon\xa0: prive(e)', 'Arriere-cour privee - Cloture integrale', 'Lit parapluie\xa0: toujours dans le logement', 'Chaise haute pliable ou transformable\xa0: toujours dans le logement', 'Refrigerateur']",https://www.airbnb.fr/rooms/940418575016764650?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696866539_V776fjEva77%2BSY0G&previous_page_section_name=1000&federated_search_id=742b244c-d57d-4816-adcb-ef74477e6c24,46.0631,-1.0917,0,01/06/2024 - 30/09/2024,Chatelaillon-Plage,940418575016764650,95,appartement,"'acces a la plage', 'cuisine', 'parking gratuit sur place', 'television', 'baignoire', 'patio ou balcon\xa0: prive(e)', 'arriere-cour privee - cloture integrale', 'lit parapluie\xa0: toujours dans le logement', 'chaise haute pliable ou transformable\xa0: toujours dans le logement', 'refrigerateur'"
Appartement bord mer,Logement entier : appartement . Chez Coralie Et Guillaume4 voyageurs *  * 2 chambres *  * 3 lits *  * 1 salle de bain,"Yves, Nouvelle-Aquitaine, France",97 EUR ,,863 EUR,"4,77 *",4 voyageurs ,2 chambres, 3 lits , 1 salle de bain,"['Acces a la plage', 'Cuisine', 'Parking gratuit sur place', 'Animaux acceptes', 'Television', 'Lave-linge (Gratuit) dans le logement', 'Patio ou balcon\xa0: prive(e)', 'Arriere-cour', 'Lit pour bebe']",https://www.airbnb.fr/rooms/785535390985796569?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696866201_tIKZ247GOznICaGM&previous_page_section_name=1000&federated_search_id=6cc3d322-cf04-4f09-b3f5-b189af65d315,46.0541,-1.0784,0,01/06/2024 - 30/09/2024,Yves,785535390985796569,97,appartement,"'acces a la plage', 'cuisine', 'parking gratuit sur place', 'animaux acceptes', 'television', 'lave-linge (gratuit) dans le logement', 'patio ou balcon\xa0: prive(e)', 'arriere-cour', 'lit pour bebe'"
2 pas de la mer sans vis a vis,Logement entier : maison de ville . Chez Emmanuel6 voyageurs *  * 2 chambres *  * 4 lits *  * 1 salle de bain,"Chatelaillon-Plage, Nouvelle-Aquitaine, France",150 EUR,120 EUR ,1 015 EUR,,6 voyageurs ,2 chambres, 4 lits , 1 salle de bain,"['Acces a la plage', 'Cuisine', 'Wifi', 'Parking gratuit sur place', 'Animaux acceptes', 'Television', 'Lave-linge', 'Baignoire', 'Seche-cheveux']",https://www.airbnb.fr/rooms/997502455765313422?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696863956_ZkB57FC96OrhopTs&previous_page_section_name=1000&federated_search_id=95a87b64-f401-47b7-8adc-5cdc8e889fc7,46.0689,-1.0917,0,01/06/2024 - 30/09/2024,Chatelaillon-Plage,997502455765313422,150,maison,"'acces a la plage', 'cuisine', 'wifi', 'parking gratuit sur place', 'animaux acceptes', 'television', 'lave-linge', 'baignoire', 'seche-cheveux'"
Maison avec terrasse a Fouras,Logement entier : logement . Chez Catherine6 voyageurs *  * 2 chambres *  * 5 lits *  * 2 salles de bain,"Fouras, Poitou-Charentes, France",89 EUR ,,757 EUR,"4,48 *",6 voyageurs ,2 chambres, 5 lits , 2 salles de bain,"['Acces plage ou bord de mer', 'Cuisine', 'Wifi', 'Parking gratuit sur place', 'Television', 'Lave-linge', 'Baignoire', 'Patio ou balcon', 'Arriere-cour']",https://www.airbnb.fr/rooms/7740322?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696867467_qFYwezt%2BStQiz6qu&previous_page_section_name=1000&federated_search_id=960f42f7-b673-4d4c-8e06-b23000f415ed,45.99015,-1.06516,13,01/06/2024 - 30/09/2024,Fouras,7740322,89,maison,"'acces plage ou bord de mer', 'cuisine', 'wifi', 'parking gratuit sur place', 'television', 'lave-linge', 'baignoire', 'patio ou balcon', 'arriere-cour'"
Chambre d'hotes de charme proche plage,,"Chatelaillon-Plage, Nouvelle-Aquitaine, France",65 EUR,59 EUR ,525 EUR,"4,86 *",4 voyageurs ,2 chambres, 3 lits , 1 salle de bain,"['Serrure ou verrou sur la porte de la chambre', 'Vue sur la cour', 'Acces plage ou bord de mer', 'Wifi', 'Parking gratuit dans la rue', 'Patio ou balcon\xa0: prive(e)', 'Depot de bagages autorise', 'Refrigerateur', 'Petit dejeuner']",https://www.airbnb.fr/rooms/27489441?category_tag=Tag%3A8678&enable_m3_private_room=true&photo_id=555170132&check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696867467_4JmY3nmTqtsFARfS&previous_page_section_name=1000&federated_search_id=960f42f7-b673-4d4c-8e06-b23000f415ed,46.0636,-1.0911,0,01/06/2024 - 30/09/2024,Chatelaillon-Plage,27489441,65,appartement,"'serrure ou verrou sur la porte de la chambre', 'vue sur la cour', 'acces plage ou bord de mer', 'wifi', 'parking gratuit dans la rue', 'patio ou balcon\xa0: prive(e)', 'depot de bagages autorise', 'refrigerateur', 'petit dejeuner'"
"Maison 4* tout confort, au calme",,nan,140 EUR ,,,,4 voyageurs ,2 chambres, 3 lits , 1 salle de bain,"['Vue sur le jardin', 'Vue sur la riviere', 'Cuisine', 'Wifi', 'Espace de travail dedie', 'Allee de stationnement gratuite sur place\xa0: 2\xa0places', 'TV HD 43"" avec Chromecast', 'Station de recharge pour vehicules electriques', 'Lave-linge (Gratuit) dans le logement', 'Seche-linge (Gratuit) dans le logement']",https://www.airbnb.fr/rooms/634809157642319431?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696866539_y6GqYNULqkPmj2tn&previous_page_section_name=1000&federated_search_id=742b244c-d57d-4816-adcb-ef74477e6c24,46.04191,-1.04058,0,,nan,634809157642319431,140,maison,"'vue sur le jardin', 'vue sur la riviere', 'cuisine', 'wifi', 'espace de travail dedie', 'allee de stationnement gratuite sur place\xa0: 2\xa0places', 'tv hd 43"" avec chromecast', 'station de recharge pour vehicules electriques', 'lave-linge (gratuit) dans le logement', 'seche-linge (gratuit) dans le logement'"
Jolie maison a 60m de la mer,Logement entier : logement . Chez Florent4 voyageurs *  * 2 chambres *  * 3 lits *  * 1 salle de bain,"Chatelaillon-Plage, Nouvelle-Aquitaine, France",120 EUR ,,1 085 EUR,"4,93 *",4 voyageurs ,2 chambres, 3 lits , 1 salle de bain,"['Vue sur la baie', 'Vue sur la mer', 'Acces plage ou bord de mer', 'Cuisine', 'Wifi', 'Parking gratuit sur place', 'TV avec abonnement standard au cable, Netflix', 'Lave-linge (Gratuit) dans le logement', 'Seche-linge (Gratuit) dans le logement']",https://www.airbnb.fr/rooms/48607668?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696864962_IOYyG6fxqjhDm%2F62&previous_page_section_name=1000&federated_search_id=57875402-eaa5-4a07-b540-a6aea11819d5,46.0541,-1.0878,0,01/06/2024 - 30/09/2024,Chatelaillon-Plage,48607668,120,maison,"'vue sur la baie', 'vue sur la mer', 'acces plage ou bord de mer', 'cuisine', 'wifi', 'parking gratuit sur place', 'tv avec abonnement standard au cable, netflix', 'lave-linge (gratuit) dans le logement', 'seche-linge (gratuit) dans le logement'"
"Appartement Chatelaillon-Plage, 3 pieces, 4 pers.",,"Chatelaillon-Plage, Nouvelle-Aquitaine, France",182 EUR ,,1 280 EUR,,4 voyageurs ,2 chambres, 3 lits , 1 salle de bain,"['Cuisine', 'Parking gratuit sur place', 'Piscine', 'Television', 'Lave-linge', 'Baignoire', 'Refrigerateur', 'Four a micro-ondes']",https://www.airbnb.fr/rooms/836407888769002191?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696866843_%2FgTzLw%2F06ndtmgcl&previous_page_section_name=1000&federated_search_id=05563926-fa48-43da-bb4f-867c9f97ffa8,46.0567,-1.0872,9,01/06/2024 - 30/09/2024,Chatelaillon-Plage,836407888769002191,182,appartement,"'cuisine', 'parking gratuit sur place', 'piscine', 'television', 'lave-linge', 'baignoire', 'refrigerateur', 'four a micro-ondes'"
La plage de La Rochelle et le centre-ville a pied,Logement entier : maison de ville . Chez Anne4 voyageurs *  * 2 chambres *  * 3 lits *  * 1 salle de bain,"La Rochelle, Nouvelle-Aquitaine, France",100 EUR ,,922 EUR,"4,97 *",4 voyageurs ,2 chambres, 3 lits , 1 salle de bain,"['Acces plage ou bord de mer', 'Cuisine', 'Wifi', 'Parking gratuit sur place', 'Television', 'Lave-linge', 'Baignoire', 'Arriere-cour', 'Depot de bagages autorise']",https://www.airbnb.fr/rooms/32988094?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696867467_k6fjxBWJSK0fdSZj&previous_page_section_name=1000&federated_search_id=960f42f7-b673-4d4c-8e06-b23000f415ed,46.15994,-1.16517,55,01/06/2024 - 30/09/2024,La Rochelle,32988094,100,maison,"'acces plage ou bord de mer', 'cuisine', 'wifi', 'parking gratuit sur place', 'television', 'lave-linge', 'baignoire', 'arriere-cour', 'depot de bagages autorise'"
La petite Maison du Port Nord,Logement entier : logement . Chez Julia4 voyageurs *  * 2 chambres *  * 2 lits *  * 1 salle de bain,"Fouras, Nouvelle-Aquitaine, France",100 EUR ,,846 EUR,"4,78 *",4 voyageurs ,2 chambres, 2 lits , 1 salle de bain,"['Acces a la plage', 'Cuisine', 'Wifi', 'Parking gratuit dans la rue', 'Animaux acceptes', 'Television', 'Lave-linge', 'Patio ou balcon', 'Arriere-cour privee - Cloture integrale']",https://www.airbnb.fr/rooms/856997377341133559?check_in=2024-07-06&check_out=2024-07-13&source_impression_id=p3_1696867467_nlXK8VgjAOURS8L%2B&previous_page_section_name=1000&federated_search_id=960f42f7-b673-4d4c-8e06-b23000f415ed,45.9957,-1.1011,0,01/06/2024 - 30/09/2024,Fouras,856997377341133559,100,maison,"'acces a la plage', 'cuisine', 'wifi', 'parking gratuit dans la rue', 'animaux acceptes', 'television', 'lave-linge', 'patio ou balcon', 'arriere-cour privee - cloture integrale'"
